	Entrez	Ensembl	Symbol	Ctrl1	Ctrl2	DT1	DT2
15159	70178	ENSMUSG00000038459	Abhd17c	1348	1662	538	428
16185	71985	ENSMUSG00000029456	Acad10	62	79	76	19
16182	71982	ENSMUSG00000038301	Snx10	748	495	382	364
16373	72281	ENSMUSG00000053886	Sh2d4a	2	0	5	0
15115	70083	ENSMUSG00000002274	Metrn	1397	1803	1930	1430
14984	69834	ENSMUSG00000030055	Rab43	1166	1072	1009	654
17780	74610	ENSMUSG00000028973	Abcb8	403	366	303	191
8398	52512	ENSMUSG00000114350	D14Ertd670e	0	0	0	0
15959	71648	ENSMUSG00000026672	Optn	245	139	230	118
28311	214597	ENSMUSG00000034908	Sidt2	1982	2433	1778	600
20375	80912	ENSMUSG00000028580	Pum1	1452	1902	1225	582
27321	170719	ENSMUSG00000022307	Oxr1	3661	3577	1843	609
45631	100041449	ENSMUSG00000061292	Cyp3a59	0	0	0	0
34878	380993	ENSMUSG00000022335	Zfat	111	136	53	31
15623	71057	ENSMUSG00000106013	4933402J10Rik	0	0	0	0
3343	17257	ENSMUSG00000031393	Mecp2	913	1603	615	362
28129	212516	ENSMUSG00000030321	Efcab12	0	0	10	1
46611	100043861	ENSMUSG00000079299	Klrb1	0	0	0	0
1554	13972	ENSMUSG00000000884	Gnb1l	170	128	110	63
216	11764	ENSMUSG00000009090	Ap1b1	2315	1825	953	705
46407	100043381	ENSMUSG00000078880	Gm14308	0	0	0	0
28005	210789	ENSMUSG00000033083	Tbc1d4	174	143	273	137
1840	14421	ENSMUSG00000006731	B4galnt1	618	266	315	217
46451	100043497	ENSMUSG00000089694	Nat8f7	0	0	0	0
3936	18430	ENSMUSG00000049112	Oxtr	14	8	34	0
30837	243548	ENSMUSG00000030020	Prickle2	261	140	82	128
44983	100039706	ENSMUSG00000092225	Gm2381	0	0	0	0
30598	240888	ENSMUSG00000040836	Gpr161	249	463	237	54
46339	100043216	ENSMUSG00000081218	Gm4297	0	0	0	0
44766	100039065	ENSMUSG00000083628	Gm2030	0	0	0	0
37665	546272	ENSMUSG00000084063	Gm5934	0	0	0	0
45858	100042109	ENSMUSG00000073257	Gm10488	0	0	0	0
14361	68732	ENSMUSG00000021338	Carmil1	499	511	249	146
50754	100526516	ENSMUSG00000092952	Mir3059	0	0	0	0
3615	17912	ENSMUSG00000018417	Myo1b	1653	1672	575	172
6696	24018	ENSMUSG00000028274	Rngtt	560	559	287	158
28689	217980	ENSMUSG00000033499	Larp4b	1648	1817	810	548
3159	16923	ENSMUSG00000042594	Sh2b3	1213	1207	522	378
232	11782	ENSMUSG00000020955	Ap4s1	294	252	301	229
27415	171171	ENSMUSG00000035513	Ntng2	118	112	44	87
15271	70415	ENSMUSG00000031112	Stk26	14	10	24	38
40332	666331	ENSMUSG00000086617	LOC666331	0	0	0	0
46965	100124435	ENSMUSG00000077954	Mir297a-4	0	0	0	0
51975	102466990	ENSMUSG00000099006	Mir6974	0	0	0	0
17622	74383	ENSMUSG00000042520	Ubap2l	3102	2936	1091	824
12604	66078	ENSMUSG00000035585	Tsen34	3113	2101	2966	2225
5028	20287	ENSMUSG00000038580	Sct	0	0	5	0
32667	269966	ENSMUSG00000063550	Nup98	1062	912	506	378
3649	17966	ENSMUSG00000017119	Nbr1	3062	3404	1740	845
1666	14156	ENSMUSG00000024742	Fen1	479	329	140	202
17506	74204	ENSMUSG00000000131	Xpo6	1284	1612	799	419
390	12018	ENSMUSG00000057789	Bak1	1541	1119	678	669
3586	17865	ENSMUSG00000017861	Mybl2	113	70	0	22
6349	22318	ENSMUSG00000020894	Vamp2	1224	1487	1305	813
6348	22317	ENSMUSG00000030337	Vamp1	24	6	9	1
8628	52906	ENSMUSG00000019986	Ahi1	655	733	236	76
14020	68089	ENSMUSG00000079426	Arpc4	3626	2634	1916	1444
10040	59289	ENSMUSG00000044534	Ackr2	4	1	0	0
134	11611	ENSMUSG00000026272	Agxt	0	0	0	0
27882	209018	ENSMUSG00000033653	Vps8	449	369	261	82
2174	15002	ENSMUSG00000041538	H2-Ob	27	1	38	68
6805	26414	ENSMUSG00000046709	Mapk10	0	6	20	8
13189	66904	ENSMUSG00000032527	Pccb	475	505	965	373
473	12183	ENSMUSG00000038871	Bpgm	881	1503	1199	423
14140	68277	ENSMUSG00000040177	2310057M21Rik	197	121	84	97
12996	66622	ENSMUSG00000041712	Ubr7	663	555	481	245
19705	77998	ENSMUSG00000036586	Grifin	0	0	1	0
19643	77889	ENSMUSG00000024063	Lbh	9485	4605	2731	2058
25227	110920	ENSMUSG00000032932	Hspa13	1278	1872	734	312
16479	72480	ENSMUSG00000039485	Tspyl4	101	186	148	88
27557	192113	ENSMUSG00000022229	Atp12a	0	0	0	0
12834	66388	ENSMUSG00000025193	Cutc	59	62	56	60
30950	244666	ENSMUSG00000031986	Sprtn	312	310	205	50
21949	101540	ENSMUSG00000041187	Prkd2	310	361	411	329
13187	66901	ENSMUSG00000031445	Proz	12	7	6	6
9579	56550	ENSMUSG00000091896	Ube2d2a	3100	3860	1811	1116
9666	56720	ENSMUSG00000028011	Tdo2	2	1	0	1
9452	56362	ENSMUSG00000029269	Sult1b1	0	0	0	0
13258	67005	ENSMUSG00000038628	Polr3k	777	448	345	257
12553	65257	ENSMUSG00000020305	Asb3	350	336	216	162
3398	17384	ENSMUSG00000047562	Mmp10	16	2	0	0
44939	100039585	ENSMUSG00000073245	Gm14819	0	0	0	0
37645	546144	ENSMUSG00000044976	Wdr72	0	0	6	1
12568	65967	ENSMUSG00000033216	Eefsec	343	278	271	153
15766	71276	ENSMUSG00000048445	Ccdc57	19	36	21	7
27440	171207	ENSMUSG00000031389	Arhgap4	153	14	36	142
3546	17765	ENSMUSG00000029267	Mtf2	390	353	177	152
13542	67393	ENSMUSG00000046668	Cxxc5	3513	5904	1613	1105
17406	74080	ENSMUSG00000032456	Nmnat3	27	10	29	6
9218	54613	ENSMUSG00000022747	St3gal6	604	308	1075	214
4872	19877	ENSMUSG00000024290	Rock1	971	1632	510	220
364	11983	ENSMUSG00000054428	Atpif1	3033	2423	2261	2795
2481	15586	ENSMUSG00000010051	Hyal1	370	302	226	83
3372	17311	ENSMUSG00000019966	Kitl	1222	3558	3219	644
19602	77827	ENSMUSG00000042810	Krba1	93	80	105	46
46346	100043231	ENSMUSG00000112931	Gm4303	0	0	0	0
4095	18707	ENSMUSG00000039936	Pik3cd	357	87	143	213
45403	100040867	ENSMUSG00000096468	Gm16405	0	0	0	0
3692	18023	ENSMUSG00000038615	Nfe2l1	7828	14747	7992	1903
35711	399566	ENSMUSG00000002803	Btbd6	171	157	171	120
27964	210126	ENSMUSG00000033306	Lpp	594	979	416	120
2132	14918	ENSMUSG00000074003	Gucy2d	0	0	0	0
29002	225131	ENSMUSG00000024283	Wac	1428	2579	864	523
20523	84505	ENSMUSG00000015697	Setdb1	622	608	280	142
15068	69993	ENSMUSG00000004633	Chn2	9	22	58	59
28389	215615	ENSMUSG00000041926	Rnpep	1442	759	920	782
373	11994	ENSMUSG00000052613	Pcdh15	11	13	0	1
29250	227632	ENSMUSG00000058740	Kcnt1	3	10	12	8
16625	72792	ENSMUSG00000026227	2810459M11Rik	0	0	2	1
39290	633395	ENSMUSG00000073607	Gm10548	2	4	4	7
15131	70120	ENSMUSG00000022792	Yars2	252	245	73	94
18041	75039	ENSMUSG00000086594	Nudt12os	0	0	0	0
45054	100039890	ENSMUSG00000094941	Gm15093	0	0	0	0
522	12291	ENSMUSG00000020866	Cacna1g	67	30	38	8
954	12927	ENSMUSG00000031955	Bcar1	1489	1455	1858	643
950	12922	ENSMUSG00000003476	Crhr2	0	0	0	0
2486	15874	ENSMUSG00000041681	Iapp	1	1	0	0
2476	15572	ENSMUSG00000028546	Elavl4	1	1	0	4
49992	100502945	ENSMUSG00000118362	Gm19466	0	3	1	0
18191	75259	ENSMUSG00000096971	4930556M19Rik	86	92	48	11
14736	69419	ENSMUSG00000101854	1700026F02Rik	0	0	0	0
51663	102465608	ENSMUSG00000098824	Mir7006	0	0	0	0
6329	22289	ENSMUSG00000037369	Kdm6a	533	604	525	196
3364	17299	ENSMUSG00000006732	Mettl1	460	311	146	113
2	11298	ENSMUSG00000020804	Aanat	0	0	0	0
6554	22791	ENSMUSG00000029014	Dnajc2	771	659	239	229
3377	17318	ENSMUSG00000035299	Mid1	77	55	107	44
1581	14025	ENSMUSG00000000861	Bcl11a	3	0	3	14
16267	72119	ENSMUSG00000027469	Tpx2	822	577	40	150
14659	69303	ENSMUSG00000085984	1700001G11Rik	0	4	3	3
12971	66591	ENSMUSG00000034509	Mad2l1bp	250	236	546	271
16065	71807	ENSMUSG00000028107	Tars2	448	384	201	177
20264	79044	ENSMUSG00000038880	Mrps34	1011	769	569	827
13133	66824	ENSMUSG00000030793	Pycard	201	10	51	321
16056	71793	ENSMUSG00000028016	Ints12	485	362	206	176
14372	68753	ENSMUSG00000068745	Mybphl	0	0	0	0
16053	71787	ENSMUSG00000028898	Trnau1ap	563	647	343	346
13122	66809	ENSMUSG00000035775	Krt20	2885	30	0	42
14371	68750	ENSMUSG00000039087	Rreb1	563	612	234	100
33647	320495	ENSMUSG00000064065	Ipcef1	39	1	10	17
6780	26384	ENSMUSG00000052102	Gnpda1	155	216	119	104
3021	16706	ENSMUSG00000018334	Ksr1	296	204	442	181
6039	21827	ENSMUSG00000028047	Thbs3	117	235	1278	179
4992	20227	ENSMUSG00000039148	Sart1	1431	1251	784	573
13738	67675	ENSMUSG00000024194	Cuta	1053	734	1034	1078
24593	110058	ENSMUSG00000058420	Syt17	19	35	9	8
31074	245847	ENSMUSG00000036820	Amdhd2	690	402	512	485
34386	331374	ENSMUSG00000062393	Dgkk	0	0	2	0
13468	67298	ENSMUSG00000043384	Gprasp1	159	407	421	166
28841	223669	ENSMUSG00000033669	Zfp7	159	134	99	43
34951	381337	ENSMUSG00000046337	Fam178b	14	6	4	0
16093	71846	ENSMUSG00000003824	Syce2	22	1	9	13
16089	71840	ENSMUSG00000024175	Tekt4	0	0	0	0
51170	100862177	ENSMUSG00000094065	Ccl21d	0	0	0	0
28346	215008	ENSMUSG00000036099	Vezt	460	431	435	131
5159	20460	ENSMUSG00000028718	Stil	44	32	3	10
7012	27368	ENSMUSG00000005374	Tbl2	645	796	927	260
4944	20135	ENSMUSG00000020649	Rrm2	640	340	78	301
5149	20446	ENSMUSG00000057286	St6galnac2	42	25	28	4
5145	20442	ENSMUSG00000013846	St3gal1	2140	1213	976	579
30959	244713	ENSMUSG00000057551	Zfp317	383	443	240	102
16095	71853	ENSMUSG00000020571	Pdia6	8133	8106	3449	3685
20937	94061	ENSMUSG00000029486	Mrpl1	235	189	146	125
16082	71833	ENSMUSG00000049354	Dcaf7	2375	2611	1061	510
16079	71830	ENSMUSG00000030968	Pdilt	0	0	0	0
14390	68790	ENSMUSG00000097336	Fendrr	25	4	0	5
14194	68394	ENSMUSG00000028689	Ccdc163	143	192	168	72
12862	66421	ENSMUSG00000036873	2410004B18Rik	575	338	282	314
30768	242748	ENSMUSG00000041544	Disp3	0	1	2	4
14088	68201	ENSMUSG00000027160	Ccdc34	419	364	431	366
4483	19352	ENSMUSG00000038975	Rabggtb	1784	1823	938	793
42135	723905	ENSMUSG00000065508	Mir17	0	0	0	0
4053	18632	ENSMUSG00000028102	Pex11b	658	577	374	345
6604	23863	ENSMUSG00000053226	Dand5	45	65	59	21
46001	100042498	ENSMUSG00000085148	Mir22hg	300	421	323	194
47073	100124625	ENSMUSG00000119498	Mir467a-4	0	0	0	0
42315	767814	ENSMUSG00000074783	AU019990	0	0	0	0
6697	24030	ENSMUSG00000045948	Mrps12	525	339	205	342
15039	69940	ENSMUSG00000036435	Exoc1	544	486	244	131
15709	71182	ENSMUSG00000106572	4933417G07Rik	0	0	0	0
2127	14912	ENSMUSG00000041309	Nkx6-2	0	0	1	42
27627	192976	ENSMUSG00000046417	Lrrc75a	927	887	636	249
9144	54338	ENSMUSG00000027340	Slc23a2	829	1410	556	197
8048	51897	ENSMUSG00000027244	Atg13	1089	1270	712	347
37533	545647	ENSMUSG00000096582	Gm13289	0	0	0	0
30169	235626	ENSMUSG00000044791	Setd2	568	921	361	247
28409	215819	ENSMUSG00000039835	Nhsl1	642	946	607	256
6885	26898	ENSMUSG00000055298	Ctsj	0	0	0	0
6881	26894	ENSMUSG00000030127	Cops7a	2441	2067	857	578
6880	26893	ENSMUSG00000019494	Cops6	3114	2314	1384	1532
4892	19933	ENSMUSG00000041453	Rpl21	18446	14648	10900	13816
15253	70377	ENSMUSG00000009092	Derl3	7	1	9	14
8084	51960	ENSMUSG00000054770	Kctd18	242	163	169	71
33928	320975	ENSMUSG00000085316	D330050G23Rik	34	35	32	37
2753	16332	ENSMUSG00000032737	Inppl1	3502	3745	2817	979
6184	22061	ENSMUSG00000022510	Trp63	0	1	7	0
3418	17434	ENSMUSG00000015536	Mocs2	724	593	518	445
20335	80751	ENSMUSG00000029474	Rnf34	534	522	404	268
29541	230603	ENSMUSG00000028555	Ttc39a	11	2	5	5
27944	209760	ENSMUSG00000042246	Tmc7	33	2	4	7
16384	72293	ENSMUSG00000021567	Nkd2	220	196	299	234
3287	17181	ENSMUSG00000022324	Matn2	2903	3266	14438	2863
12472	64295	ENSMUSG00000028958	Tmub1	206	127	191	180
8825	53320	ENSMUSG00000001773	Folh1	0	0	1	0
12470	64293	ENSMUSG00000029123	Stk32b	1	0	1	0
12453	64136	ENSMUSG00000022769	Sdf2l1	450	229	290	455
7753	29869	ENSMUSG00000004798	Ulk2	1006	1253	683	403
9881	58176	ENSMUSG00000104445	Rhbg	0	0	0	0
46670	100045469	ENSMUSG00000086496	Gm14204	0	0	0	0
49841	100502602	ENSMUSG00000115924	Gm19277	0	0	0	0
51577	102465217	ENSMUSG00000099321	Mir6404	0	0	0	0
19883	78255	ENSMUSG00000026594	Ralgps2	492	571	601	102
34082	328759	ENSMUSG00000091631	Vmn2r95	0	0	0	0
6054	21844	ENSMUSG00000002489	Tiam1	63	47	59	10
22915	106369	ENSMUSG00000022773	Ypel1	18	48	58	16
28891	224023	ENSMUSG00000022750	Klhl22	933	899	715	360
7712	29811	ENSMUSG00000004558	Ndrg2	93	199	2686	312
17181	73744	ENSMUSG00000032295	Man2c1	510	589	466	223
38902	627914	ENSMUSG00000078899	Gm14430	0	0	0	0
12607	66083	ENSMUSG00000031671	Setd6	156	121	92	86
15063	69983	ENSMUSG00000027790	Sis	0	0	0	0
8885	53627	ENSMUSG00000031169	Porcn	117	140	219	96
28145	212712	ENSMUSG00000038331	Satb2	262	188	334	65
3278	17169	ENSMUSG00000007411	Mark3	1380	1318	721	392
2812	16416	ENSMUSG00000020689	Itgb3	1613	1138	300	79
16601	72739	ENSMUSG00000021327	Zkscan3	383	433	323	191
16440	72388	ENSMUSG00000005251	Ripk4	10	0	0	1
4011	18573	ENSMUSG00000059173	Pde1a	458	406	199	290
28967	224794	ENSMUSG00000023961	Enpp4	401	571	819	343
30814	243374	ENSMUSG00000064262	Gimap8	14	2	22	29
27902	209268	ENSMUSG00000031111	Igsf1	0	0	0	4
28608	217335	ENSMUSG00000020776	Fbf1	561	718	279	174
35018	381629	ENSMUSG00000013622	Atraid	912	1036	1934	1094
51578	102465218	ENSMUSG00000098718	Mir496b	0	0	0	0
22765	105445	ENSMUSG00000025558	Dock9	312	526	573	137
30664	241627	ENSMUSG00000027242	Wdr76	54	53	17	11
16643	72832	ENSMUSG00000042401	Crtac1	4	2	3	7
16133	71904	ENSMUSG00000037348	Paqr7	836	1722	360	274
19876	78246	ENSMUSG00000018572	Phf23	1749	1413	2099	1179
12482	64381	ENSMUSG00000024730	Ms4a8a	8	0	1	0
6150	22003	ENSMUSG00000032366	Tpm1	7244	6023	2967	2280
28856	223752	ENSMUSG00000035900	Gramd4	2868	3012	960	333
6934	27015	ENSMUSG00000021668	Polk	353	356	227	65
12438	64009	ENSMUSG00000096054	Syne1	1089	1420	150	195
1115	13167	ENSMUSG00000026385	Dbi	3373	2349	3797	3611
1112	13163	ENSMUSG00000002307	Daxx	367	303	541	229
1061	13076	ENSMUSG00000032315	Cyp1a1	2	5	0	0
1058	13072	ENSMUSG00000022589	Cyp11b2	0	0	0	0
1090	13116	ENSMUSG00000021259	Cyp46a1	12	8	9	4
21709	100012	ENSMUSG00000050810	Oog3	0	0	0	0
23424	108112	ENSMUSG00000090264	Eif4ebp3	101	108	49	48
6910	26936	ENSMUSG00000005417	Mprip	3757	5688	2617	745
51582	102465222	ENSMUSG00000099264	Mir6411	0	0	0	0
30721	242443	ENSMUSG00000039579	Grin3a	0	0	1	0
1503	13831	ENSMUSG00000024240	Epc1	398	667	643	265
17354	74006	ENSMUSG00000022789	Dnm1l	1484	1627	848	288
17493	74190	ENSMUSG00000021280	Exoc3l4	732	402	471	330
13722	67656	ENSMUSG00000029138	Ccdc121	0	0	0	0
35816	403172	ENSMUSG00000056544	Defb21	0	0	0	0
2951	16612	ENSMUSG00000063903	Klk1	0	1	10	17
4772	19687	ENSMUSG00000029191	Rfc1	414	671	269	126
4758	19662	ENSMUSG00000024990	Rbp4	13	4	11	4
4755	19659	ENSMUSG00000046402	Rbp1	4247	3589	4950	6066
36202	432480	ENSMUSG00000094186	Gm1553	0	0	0	0
46376	100043300	ENSMUSG00000096345	Esp16	0	0	0	0
46574	100043772	ENSMUSG00000096916	Zfp850	47	37	9	4
9845	57783	ENSMUSG00000020400	Tnip1	897	763	452	450
20494	83797	ENSMUSG00000023018	Smarcd1	794	879	957	379
28016	210992	ENSMUSG00000021608	Lpcat1	751	522	563	235
1305	13429	ENSMUSG00000026825	Dnm1	3585	4585	1937	472
15237	70354	ENSMUSG00000035093	Secisbp2l	1669	1717	717	400
8221	52187	ENSMUSG00000028278	Rragd	35	17	18	19
3174	16975	ENSMUSG00000028613	Lrp8	209	261	51	33
6782	26386	ENSMUSG00000033249	Hsf4	5	1	3	1
188	11717	ENSMUSG00000005686	Ampd3	83	60	37	18
28068	211666	ENSMUSG00000074604	Mgst2	845	559	408	330
5116	20401	ENSMUSG00000022436	Sh3bp1	1261	1092	739	492
6322	22278	ENSMUSG00000026641	Usf1	907	799	864	1114
16450	72404	ENSMUSG00000036769	Wdr44	249	250	183	67
28954	224697	ENSMUSG00000024299	Adamts10	104	418	263	139
27243	140709	ENSMUSG00000004415	Col26a1	6	1	3	0
17011	73463	ENSMUSG00000072295	C2cd6	1	0	0	0
35552	387142	ENSMUSG00000105904	Mir24-1	0	0	0	0
2828	16434	ENSMUSG00000074797	Itpa	876	604	376	413
44761	100039060	ENSMUSG00000078886	Gm2026	0	0	0	0
16612	72772	ENSMUSG00000028999	Rint1	257	298	119	44
6353	22323	ENSMUSG00000030403	Vasp	3652	2960	1764	1650
4157	18783	ENSMUSG00000056220	Pla2g4a	1673	2297	1288	252
7717	29817	ENSMUSG00000036256	Igfbp7	2202	4710	7123	3442
1902	14563	ENSMUSG00000038259	Gdf5	0	1	0	2
4804	19732	ENSMUSG00000041354	Rgl2	825	673	719	298
4419	19262	ENSMUSG00000027303	Ptpra	1924	2619	1663	538
9356	56187	ENSMUSG00000040472	Rabggta	286	233	192	158
28259	213993	ENSMUSG00000035173	Ccdc186	423	616	197	105
28535	216867	ENSMUSG00000040938	Slc16a11	275	121	19	16
1793	14356	ENSMUSG00000089847	Timm10b	828	490	477	636
307	11877	ENSMUSG00000118669	Arvcf	45	65	142	66
9259	55925	ENSMUSG00000031098	Syt8	25	4	28	2
2877	16516	ENSMUSG00000062609	Kcnj15	65	8	14	1
16411	72333	ENSMUSG00000058056	Palld	1684	1683	1305	258
29447	229663	ENSMUSG00000068823	Csde1	5491	5493	2773	1352
6432	22428	ENSMUSG00000031516	Dctn6	996	911	647	707
29679	231583	ENSMUSG00000046959	Slc26a1	8	3	7	0
28887	224014	ENSMUSG00000022788	Fgd4	108	20	107	29
7708	29807	ENSMUSG00000029735	Tpk1	26	39	28	18
17726	74528	ENSMUSG00000027424	Mgme1	126	196	52	54
12461	64213	ENSMUSG00000029534	St7	314	261	208	103
30753	242669	ENSMUSG00000028789	Azin2	441	1285	919	890
38546	624910	ENSMUSG00000098509	Rgs21	0	0	0	0
1136	13198	ENSMUSG00000025408	Ddit3	969	1067	863	575
32551	268977	ENSMUSG00000001870	Ltbp1	10775	14435	3901	1242
29645	231214	ENSMUSG00000039765	Cc2d2a	142	167	128	93
1294	13406	ENSMUSG00000029307	Dmp1	66844	40388	458	272
30365	238252	ENSMUSG00000043398	Gpr135	7	14	15	3
23049	107221	ENSMUSG00000054200	Ffar4	3	0	1	0
23949	108909	ENSMUSG00000042901	Aida	1896	1938	1218	484
51587	102465227	ENSMUSG00000098597	Mir6418	0	0	0	0
50030	100503044	ENSMUSG00000044522	A730020M07Rik	0	0	0	0
6853	26558	ENSMUSG00000003573	Homer3	615	796	327	114
13149	66847	ENSMUSG00000019791	Hint3	95	92	118	92
13146	66841	ENSMUSG00000027809	Etfdh	502	530	337	197
33612	320438	ENSMUSG00000073792	Alg6	104	82	64	25
30705	242259	ENSMUSG00000028360	Slc44a5	7	0	0	0
15434	70747	ENSMUSG00000027858	Tspan2	202	32	169	46
8598	52822	ENSMUSG00000029291	Rufy3	250	221	134	120
17363	74018	ENSMUSG00000026024	Als2	414	313	164	98
27389	170828	ENSMUSG00000031131	Vgll1	0	0	0	0
8119	52014	ENSMUSG00000023068	Nus1	3303	2375	1082	587
20298	80281	ENSMUSG00000062127	Cttnbp2nl	2510	2200	1171	735
27869	208936	ENSMUSG00000053399	Adamts18	0	0	0	0
34137	329244	ENSMUSG00000016524	Il19	0	1	0	0
27823	208372	ENSMUSG00000067081	Asb18	0	0	0	0
15050	69962	ENSMUSG00000041396	Mettl18	46	33	8	20
17635	74400	ENSMUSG00000055102	Zfp819	0	0	0	0
3229	17112	ENSMUSG00000027800	Tm4sf1	13896	14571	12649	4508
13346	67123	ENSMUSG00000028437	Ubap1	942	736	702	366
16963	73395	ENSMUSG00000101553	1700049E22Rik	0	0	0	0
28121	212427	ENSMUSG00000044783	A730008H23Rik	0	0	0	0
19879	78250	ENSMUSG00000037801	Iqch	1	2	2	0
34182	329584	ENSMUSG00000085028	Slc2a4rg-ps	10	9	3	0
12747	66270	ENSMUSG00000022270	Retreg1	413	360	276	57
33541	320315	ENSMUSG00000097326	A330048O09Rik	0	0	5	0
1702	14199	ENSMUSG00000023092	Fhl1	597	1837	2108	378
29122	226304	ENSMUSG00000033774	Npbwr1	0	0	0	0
21536	98758	ENSMUSG00000042079	Hnrnpf	5178	4483	2446	1519
21000	94281	ENSMUSG00000063698	Sfxn4	17	66	150	77
20999	94280	ENSMUSG00000025212	Sfxn3	3040	4023	2865	662
14903	69696	ENSMUSG00000048830	2310057N15Rik	0	0	0	0
13887	67886	ENSMUSG00000041570	Camsap2	1628	1789	705	205
33760	320700	ENSMUSG00000090622	A930033H14Rik	5	7	3	2
4360	19184	ENSMUSG00000020708	Psmc5	3031	2319	1257	1779
1733	14247	ENSMUSG00000016087	Fli1	86	15	45	76
7054	27412	ENSMUSG00000070526	Peg12	2	2	0	5
14872	69642	ENSMUSG00000032355	Mlip	3	11	7	1
14250	68509	ENSMUSG00000044172	Ptx4	0	0	0	0
9890	58187	ENSMUSG00000022132	Cldn10	5	3	10	1
9889	58186	ENSMUSG00000030254	Rad18	293	251	74	31
14245	68499	ENSMUSG00000030037	Mrpl53	723	473	360	451
14244	68498	ENSMUSG00000030351	Tspan11	1701	1263	1028	1607
14110	68231	ENSMUSG00000062651	H2al2a	0	0	0	0
20240	78914	ENSMUSG00000031090	Nadsyn1	82	106	65	29
20237	78911	ENSMUSG00000032451	Trim42	0	0	0	0
13362	67144	ENSMUSG00000063052	Lrrc40	295	362	281	141
13063	66722	ENSMUSG00000053153	Spag16	0	0	0	0
17747	74558	ENSMUSG00000045868	Gvin1	0	0	0	0
2341	15371	ENSMUSG00000067438	Hmx1	0	0	0	0
9327	56066	ENSMUSG00000060183	Cxcl11	123	6	80	196
17692	74476	ENSMUSG00000072893	4933439C10Rik	22	19	46	24
4007	18569	ENSMUSG00000024975	Pdcd4	596	453	489	337
4093	18705	ENSMUSG00000030228	Pik3c2g	1	0	0	0
40172	665998	ENSMUSG00000078262	Krtap4-9	0	0	0	0
6753	24136	ENSMUSG00000026872	Zeb2	1574	2054	1441	832
36087	407819	ENSMUSG00000036299	BC031181	1772	2071	1570	1379
37486	545474	ENSMUSG00000060257	Scrt2	1	0	0	0
9324	56050	ENSMUSG00000023963	Cyp39a1	20	21	64	26
16145	71919	ENSMUSG00000022466	Rpap3	1029	844	444	291
9561	56523	ENSMUSG00000031727	Pmfbp1	0	0	0	0
15994	71703	ENSMUSG00000049047	Armcx3	108	239	147	45
32691	270150	ENSMUSG00000070306	Ccdc153	0	0	0	0
3068	16772	ENSMUSG00000032796	Lama1	5	1	0	4
1626	14087	ENSMUSG00000032815	Fanca	74	40	3	24
15399	70646	ENSMUSG00000036282	Naa30	631	522	319	198
30909	244199	ENSMUSG00000048236	Ovch2	0	0	0	0
16395	72310	ENSMUSG00000004612	Nkg7	53	4	86	91
24817	110351	ENSMUSG00000041351	Rap1gap	1040	592	354	78
12618	66098	ENSMUSG00000030086	Chchd6	104	116	215	163
6514	22715	ENSMUSG00000036036	Zfp57	15	4	2	1
9553	56508	ENSMUSG00000049044	Rapgef4	439	1101	902	283
28860	223773	ENSMUSG00000034333	Zbed4	82	59	32	18
27910	209357	ENSMUSG00000029387	Gtf2h3	359	361	228	160
1655	14132	ENSMUSG00000003420	Fcgrt	3852	3765	6939	4634
6804	26413	ENSMUSG00000063358	Mapk1	3398	3225	1835	787
29460	229709	ENSMUSG00000027893	Ahcyl1	2702	2805	1519	526
19822	78174	ENSMUSG00000049387	Cox7b2	0	0	2	0
9570	56533	ENSMUSG00000019775	Rgs17	997	276	85	26
24484	109889	ENSMUSG00000030380	Mzf1	13	16	23	10
1312	13445	ENSMUSG00000029394	Cdk2ap1	1742	1423	1519	943
31188	252866	ENSMUSG00000079058	Adam34	0	0	0	0
9297	56013	ENSMUSG00000038453	Srcin1	0	0	0	10
9224	54631	ENSMUSG00000006649	Nphs1	0	0	0	0
16340	72236	ENSMUSG00000031893	Tsnaxip1	1	2	0	0
3158	16922	ENSMUSG00000026664	Phyh	221	73	401	426
6361	22333	ENSMUSG00000020402	Vdac1	6636	5247	3522	2377
2056	14784	ENSMUSG00000059923	Grb2	3017	2192	2026	1750
3971	18509	ENSMUSG00000028736	Pax7	0	0	0	0
7876	50701	ENSMUSG00000020125	Elane	1	3	3	0
13251	66995	ENSMUSG00000031428	Zcchc18	1	6	82	8
13249	66993	ENSMUSG00000028949	Smarcd3	160	237	273	150
13248	66991	ENSMUSG00000092622	Khdc3	0	0	0	0
32735	271457	ENSMUSG00000017831	Rab5a	1846	2033	1409	629
13236	66972	ENSMUSG00000046329	Slc25a23	117	187	341	390
51644	102465589	ENSMUSG00000098499	Mir6975	0	0	0	0
686	12514	ENSMUSG00000018774	Cd68	1540	375	484	806
9893	58194	ENSMUSG00000040990	Sh3kbp1	4282	3477	1059	342
51968	102466913	ENSMUSG00000098297	Mir6980	0	0	0	0
51909	102466778	ENSMUSG00000106514	Mir6976	0	0	0	0
16531	72587	ENSMUSG00000029647	Pan3	563	753	414	327
18231	75311	ENSMUSG00000005131	4930550C14Rik	11	8	3	1
33298	319876	ENSMUSG00000034903	Cobll1	425	280	207	42
20012	78478	ENSMUSG00000060726	Tmsb15a	0	0	0	0
7016	27372	ENSMUSG00000017922	Prl3c1	0	0	0	0
7013	27369	ENSMUSG00000014554	Dguok	323	258	350	265
7011	27367	ENSMUSG00000060036	Rpl3	20967	18809	19214	11255
9039	53870	ENSMUSG00000030092	Cntn6	0	0	0	0
