,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-73856,R-HSA-73856,RNA Polymerase II Transcription Termination,65,-0.513529836,-1.700864603,0.00273768,0.03876998,0.032223416,5618,"tags=74%, list=38%, signal=46%",FYTTD1/CSTF1/THOC2/CDC40/CASC3/PCF11/THOC1/SRRM1/DDX39B/EIF4A3/SRSF6/U2AF1L4/THOC7/SRSF5/SYMPK/CPSF3/CPSF6/PAPOLA/DHX38/CPSF2/WDR33/SRSF9/SRSF4/NCBP1/DDX39A/CLP1/SNRPF/MAGOHB/SRSF3/RNPS1/ZNF473/MAGOH/THOC5/CSTF3/SNRPG/SRSF1/LSM10/U2AF2/SLBP/SNRPE/LSM11/NCBP2/UPF3B/SARNP/SNRPB/FIP1L1/CSTF2/SRSF7
R-HSA-73886,R-HSA-73886,Chromosome Maintenance,109,-0.470476115,-1.703485218,0.000785958,0.024512632,0.020373514,4846,"tags=60%, list=33%, signal=40%",CCNA2/RFC1/CHTF8/CENPW/RBBP7/CDK2/STN1/RPA2/PCNA/POLR2C/GAR1/POLR2K/RPA3/CENPT/DAXX/CENPX/H2BC12/OIP5/CENPH/CENPO/POLD3/NPM1/RFC2/ACD/H3-3B/CENPN/PRIM1/POLR2G/H2AZ1/POLR2B/CENPI/RUVBL2/CENPK/FEN1/POLD2/POLA1/PIF1/CHTF18/PRIM2/POLR2H/POLR2D/MIS18A/RFC4/BLM/RFC3/DNA2/NOP10/WRN/NHP2/RUVBL1/H2BC13/POLA2/RFC5/POLR2F/SHQ1/HJURP/CENPU/ANKRD28/CCNA1/POLD1/CENPQ/DKC1/POLD4/H2BC15/H4C11
R-HSA-5693532,R-HSA-5693532,DNA Double-Strand Break Repair,142,-0.452485299,-1.705724858,0.000809717,0.024678754,0.020511585,4846,"tags=57%, list=33%, signal=39%",CCNA2/POLE4/RFC1/RAD52/TOP3A/RAD1/CDK2/UBB/UIMC1/RPA2/XRCC6/RNF4/PCNA/UBE2I/PAXIP1/SLX4/BAZ1B/NSD2/PARP1/PRKDC/RIF1/RPA3/XRCC3/DCLRE1C/ABL1/NBN/H2BC12/EXO1/RAD51D/KPNA2/RAD51C/EYA3/TIMELESS/PALB2/POLD3/RMI1/RFC2/SIRT6/CHEK2/LIG4/GEN1/POLE/RAD51AP1/UBE2V2/ATR/PARP2/POLQ/TOPBP1/XRCC5/MDC1/FEN1/POLD2/ATRIP/POLE3/RAD51/BRCC3/RAD9B/RFC4/BLM/UBE2N/RFC3/DNA2/WRN/ERCC1/TIPIN/PPP5C/BRCA2/H2BC13/RFC5/XRCC1/MRE11/XRCC2/CLSPN/CCNA1/XRCC4/POLD1/EME1/POLD4/H2BC15/POLE2/H4C11
R-HSA-5368286,R-HSA-5368286,Mitochondrial translation initiation,85,-0.490435378,-1.706120816,0.001774848,0.030071456,0.024993694,5474,"tags=67%, list=37%, signal=42%",MRPS28/MRPL34/MRPL37/MRPL16/MRPS16/MRPL2/MRPL1/AURKAIP1/MRPL19/MRPS17/MRPL57/MRPS11/MRPL36/MRPS7/MRPS18C/MRPL53/MTIF2/MRPL32/MRPL11/MRPL28/MRPS18B/MRPS27/MRPL42/MRPS15/MRPS10/MRPS22/MRPL47/MRPS36/GADD45GIP1/MRPS25/MRPL10/MRPL9/MRPL18/MRPS34/MRPL13/MRPL21/MTFMT/MRPL50/DAP3/MRPL35/MRPS9/ERAL1/MRPL46/MRPL14/MRPS12/MRPS35/MRPL17/MRPS2/MRPL4/MRPL12/MRPS23/MRPL39/MRPL58/MRPL24/MRPL52/MRPL15/MRPS6
R-HSA-418592,R-HSA-418592,ADP signalling through P2Y purinoceptor 1,19,-0.662991094,-1.71008859,0.008503792,0.094338776,0.078409059,1880,"tags=42%, list=13%, signal=37%",GNG5/GNG11/GNG10/P2RY1/GNG2/GNA14/PLA2G4A/GNA15
R-HSA-69091,R-HSA-69091,Polymerase switching,14,-0.712706895,-1.712416918,0.011845103,0.105106542,0.087358617,3296,"tags=86%, list=22%, signal=67%",POLD3/RFC2/PRIM1/POLD2/POLA1/PRIM2/RFC4/RFC3/POLA2/RFC5/POLD1/POLD4
R-HSA-69109,R-HSA-69109,Leading Strand Synthesis,14,-0.712706895,-1.712416918,0.011845103,0.105106542,0.087358617,3296,"tags=86%, list=22%, signal=67%",POLD3/RFC2/PRIM1/POLD2/POLA1/PRIM2/RFC4/RFC3/POLA2/RFC5/POLD1/POLD4
R-HSA-5693538,R-HSA-5693538,Homology Directed Repair,114,-0.470970147,-1.718962388,0.000263783,0.01692174,0.014064394,4846,"tags=60%, list=33%, signal=40%",CCNA2/POLE4/RFC1/RAD52/TOP3A/RAD1/CDK2/UBB/UIMC1/RPA2/RNF4/PCNA/UBE2I/SLX4/NSD2/PARP1/RPA3/XRCC3/ABL1/NBN/H2BC12/EXO1/RAD51D/RAD51C/TIMELESS/PALB2/POLD3/RMI1/RFC2/SIRT6/GEN1/POLE/RAD51AP1/UBE2V2/ATR/PARP2/POLQ/TOPBP1/MDC1/FEN1/POLD2/ATRIP/POLE3/RAD51/BRCC3/RAD9B/RFC4/BLM/UBE2N/RFC3/DNA2/WRN/ERCC1/TIPIN/BRCA2/H2BC13/RFC5/XRCC1/MRE11/XRCC2/CLSPN/CCNA1/POLD1/EME1/POLD4/H2BC15/POLE2/H4C11
R-HSA-5389840,R-HSA-5389840,Mitochondrial translation elongation,85,-0.496958687,-1.728814027,0.001014199,0.025495545,0.021190456,5474,"tags=67%, list=37%, signal=42%",MRPS28/MRPL34/MRPL37/MRPL16/MRPS16/MRPL2/MRPL1/AURKAIP1/MRPL19/MRPS17/MRPL57/MRPS11/MRPL36/MRPS7/MRPS18C/TSFM/MRPL53/MRPL32/MRPL11/MRPL28/MRPS18B/MRPS27/MRPL42/MRPS15/MRPS10/MRPS22/MRPL47/MRPS36/GADD45GIP1/MRPS25/MRPL10/MRPL9/MRPL18/MRPS34/MRPL13/MRPL21/GFM1/MRPL50/DAP3/MRPL35/MRPS9/ERAL1/MRPL46/MRPL14/MRPS12/MRPS35/MRPL17/MRPS2/MRPL4/MRPL12/MRPS23/MRPL39/MRPL58/MRPL24/MRPL52/MRPL15/MRPS6
R-HSA-456926,R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),24,-0.635348239,-1.732949096,0.007378372,0.085491552,0.071055746,2465,"tags=33%, list=17%, signal=28%",GNG5/MAPK1/GNG11/GNG10/GNG2/GNA14/ARRB1/GNA15
R-HSA-69242,R-HSA-69242,S Phase,160,-0.456194224,-1.744545849,0.000276549,0.01692174,0.014064394,4914,"tags=59%, list=33%, signal=40%",CDT1/AKT3/ANAPC11/CCNA2/POLE4/RFC1/PSMC3/PSMA7/CDK2/UBB/PSMC2/RPA2/CDK4/TFDP1/PSMD6/GMNN/PCNA/PSMB6/ORC3/GINS4/MCM2/ESCO2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/RPA3/PSMD3/PSMD1/MNAT1/GINS3/PSMB7/PSME3/PSME2/SMC1A/CDK7/MCM5/POLD3/ANAPC1/MCM3/RFC2/POLE/PRIM1/CDC27/CDCA5/PSMC6/GINS1/UBE2S/PSMD14/FEN1/POLD2/POLA1/GINS2/POLE3/MCM4/CCNH/ANAPC7/PSMD12/PSMD11/PSMD8/PRIM2/PSME4/LIN9/RFC4/RFC3/DNA2/AKT2/MCM7/CKS1B/CCND1/E2F4/UBE2C/ORC1/MCM6/CDC45/ANAPC10/POLA2/RFC5/CCNA1/CDC6/POLD1/CCNE2/ORC6/MCM8/CDKN1A/PSMD2/MYC/CDC25A/ORC5/POLD4/POLE2
R-HSA-5368287,R-HSA-5368287,Mitochondrial translation,91,-0.497117444,-1.747190468,0.000510074,0.018819045,0.015641326,5474,"tags=68%, list=37%, signal=43%",MRPS28/MRPL34/MRPL37/MRPL16/MRPS16/MRPL2/MRPL1/AURKAIP1/MRPL19/MRPS17/MRPL57/MRPS11/MRPL36/MRPS7/MRPS18C/TSFM/MRPL53/MTIF2/MRPL32/MRPL11/MRPL28/MRPS18B/MRPS27/MRPL42/MRPS15/MRPS10/GFM2/MRPS22/MRPL47/MRPS36/GADD45GIP1/MRPS25/MRPL10/MRPL9/MRPL18/MRPS34/MTRF1L/MRPL13/MRPL21/GFM1/MTFMT/MRPL50/DAP3/MRPL35/MRPS9/ERAL1/MRPL46/MRPL14/MRRF/MRPS12/MRPS35/MRPL17/MRPS2/MRPL4/MRPL12/MRPS23/MRPL39/MRPL58/MRPL24/MRPL52/MRPL15/MRPS6
R-HSA-5419276,R-HSA-5419276,Mitochondrial translation termination,85,-0.502373311,-1.747650357,0.000760649,0.024512632,0.020373514,5474,"tags=68%, list=37%, signal=43%",MRPS28/MRPL34/MRPL37/MRPL16/MRPS16/MRPL2/MRPL1/AURKAIP1/MRPL19/MRPS17/MRPL57/MRPS11/MRPL36/MRPS7/MRPS18C/MRPL53/MRPL32/MRPL11/MRPL28/MRPS18B/MRPS27/MRPL42/MRPS15/MRPS10/GFM2/MRPS22/MRPL47/MRPS36/GADD45GIP1/MRPS25/MRPL10/MRPL9/MRPL18/MRPS34/MTRF1L/MRPL13/MRPL21/MRPL50/DAP3/MRPL35/MRPS9/ERAL1/MRPL46/MRPL14/MRRF/MRPS12/MRPS35/MRPL17/MRPS2/MRPL4/MRPL12/MRPS23/MRPL39/MRPL58/MRPL24/MRPL52/MRPL15/MRPS6
R-HSA-179812,R-HSA-179812,GRB2 events in EGFR signaling,12,-0.755297842,-1.748276152,0.009858839,0.100160092,0.083247408,125,"tags=33%, list=1%, signal=33%",EGFR/HBEGF/EREG/AREG
R-HSA-69206,R-HSA-69206,G1/S Transition,129,-0.471541317,-1.751999093,0.000268097,0.01692174,0.014064394,4914,"tags=62%, list=33%, signal=42%",CDT1/AKT3/PPP2R1B/CCNA2/POLE4/PSMC3/PSMA7/CDK2/UBB/PSMC2/RPA2/CDK4/TFDP1/PSMD6/GMNN/PPP2CB/PCNA/PSMB6/ORC3/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/RPA3/CDK1/PSMD3/PSMD1/MNAT1/CCNB1/PSMB7/PSME3/PSME2/PPP2R3B/CDK7/MCM5/MCM3/POLE/PRIM1/PSMC6/FBXO5/PSMD14/POLA1/POLE3/MCM4/CCNH/DBF4/PSMD12/PSMD11/PSMD8/PRIM2/LIN9/RBL1/AKT2/CDC7/MCM7/CKS1B/CCND1/E2F4/ORC1/MCM6/CDC45/POLA2/CCNA1/CDC6/RRM2/CCNE2/ORC6/MCM8/CDKN1A/PSMD2/MYC/CDC25A/ORC5/MCM10/POLE2
R-HSA-2980766,R-HSA-2980766,Nuclear Envelope Breakdown,51,-0.556033327,-1.759002354,0.002957851,0.041058481,0.034125489,4195,"tags=61%, list=28%, signal=44%",NEK7/VRK2/NUP62/NUP37/NUP85/LMNB1/CDK1/CCNB1/NUP98/LMNA/NUP54/RAE1/NUP43/POM121/NUP93/PLK1/NUP50/NUP107/NUP153/BANF1/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/PRKCB/TMPO/NUP35/VRK1/SEH1L
R-HSA-69306,R-HSA-69306,DNA Replication,144,-0.465956819,-1.760091618,0.000271739,0.01692174,0.014064394,4914,"tags=67%, list=33%, signal=45%",RPS27A/SKP2/PSMA4/RBX1/CDC23/LIG1/UBC/PSMA3/CDT1/ANAPC11/CCNA2/POLE4/RFC1/PSMC3/PSMA7/CDK2/UBB/PSMC2/RPA2/PSMD6/GMNN/PCNA/PSMB6/ORC3/GINS4/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/RPA3/KPNA1/PSMD3/PSMD1/GINS3/PSMB7/PSME3/PSME2/H2BC12/MCM5/POLD3/ANAPC1/MCM3/RFC2/KPNB1/H3-3B/POLE/PRIM1/H2AZ1/CDC27/PSMC6/GINS1/UBE2S/PSMD14/FEN1/POLD2/POLA1/GINS2/POLE3/MCM4/ANAPC7/DBF4/PSMD12/PSMD11/PSMD8/PRIM2/PSME4/RFC4/RFC3/DNA2/CDC7/MCM7/UBE2C/ORC1/MCM6/CDC45/ANAPC10/H2BC13/POLA2/RFC5/CCNA1/CDC6/POLD1/CCNE2/ORC6/MCM8/PSMD2/ORC5/MCM10/POLD4/H2BC15/POLE2/H4C11
R-HSA-68949,R-HSA-68949,Orc1 removal from chromatin,68,-0.526423676,-1.760896708,0.001246883,0.025638212,0.021309033,5677,"tags=76%, list=38%, signal=47%",PSMD4/PSMB1/PSMB2/PSMB5/RPS27A/SKP2/PSMA4/RBX1/UBC/PSMA3/CDT1/CCNA2/PSMC3/PSMA7/CDK2/UBB/PSMC2/PSMD6/PSMB6/ORC3/MCM2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/CUL1/PSMA5/PSMC4/PSMD3/PSMD1/PSMB7/PSME3/PSME2/MCM5/MCM3/PSMC6/PSMD14/MCM4/PSMD12/PSMD11/PSMD8/PSME4/MCM7/ORC1/MCM6/CCNA1/CDC6/ORC6/MCM8/PSMD2/ORC5
R-HSA-159236,R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,69,-0.526811928,-1.767213617,0.000999251,0.025495545,0.021190456,5618,"tags=72%, list=38%, signal=45%",FYTTD1/THOC2/CDC40/CASC3/THOC1/SRRM1/DDX39B/EIF4A3/NXT1/SRSF6/U2AF1L4/THOC7/SRSF5/DHX38/NUP42/SRSF9/SRSF4/NCBP1/DDX39A/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/MAGOHB/NUP43/POM121/SRSF3/NUP93/RNPS1/MAGOH/THOC5/NUP50/NUP107/SRSF1/NUP153/U2AF2/NUP88/NUP155/NCBP2/NUP205/UPF3B/NUP58/SARNP/NUP188/SRSF7/NDC1/NUP35/SEH1L
R-HSA-438064,R-HSA-438064,Post NMDA receptor activation events,66,-0.535105079,-1.777957718,0.001243472,0.025638212,0.021309033,1095,"tags=23%, list=7%, signal=21%",RPS6KA1/PRKACB/TUBB1/GRIA1/RASGRF2/GRIN1/CAMK4/ADCY8/NRGN/GRIN2A/TUBB4A/GRIN2B/CAMK2A/CAMK2B/GRIA2
R-HSA-112316,R-HSA-112316,Neuronal System,253,-0.439006135,-1.779676655,0.000308737,0.01692174,0.014064394,1227,"tags=21%, list=8%, signal=20%",PPM1F/PPFIBP1/CACNG8/GRIA3/RPS6KA1/PRKACB/PRKCG/TUBB1/STXBP1/KCNG1/HOMER1/GRIA1/KCNK3/KCNQ5/HOMER3/KCNK6/GABBR2/SYT1/RASGRF2/KCNA2/IL1RAPL1/KCNJ2/KCNN4/KCNAB3/GRIN1/STX1A/SNAP25/CAMK4/KCNK7/ADCY8/NRGN/SYN1/SYT12/KCNQ3/GRIN2A/KCNC4/TUBB4A/GRIN2B/GRIK5/CHRNA9/DLGAP3/CHRNA3/CAMK2A/KCNF1/SYT7/CAMK2B/NRXN1/BEGAIN/KCNV1/NRXN2/GRIA2/KCNN2/NCALD
R-HSA-70326,R-HSA-70326,Glucose metabolism,77,-0.524353124,-1.795304235,0.000500751,0.018819045,0.015641326,4093,"tags=57%, list=28%, signal=42%",NUP62/NUP37/NUP85/SLC25A11/GOT2/NUP98/GPI/NUP54/RAE1/PFKM/PFKFB4/NUP43/POM121/MDH1/NUP93/MDH2/PGP/HK1/NUP50/NUP107/NUP153/PGK1/PKM/NUP88/ALDOA/PGAM1/ENO1/ENO2/NUP155/NUP205/NUP58/PFKFB3/GOT1/TPI1/NUP188/PCK2/SLC37A2/NDC1/NUP35/PRKACB/SEH1L/PFKP/HK2/GCKR
R-HSA-72766,R-HSA-72766,Translation,286,-0.437065951,-1.795696441,0.000317158,0.01692174,0.014064394,5696,"tags=62%, list=39%, signal=39%",RPS9/RPS12/RPL13/RPL19/RPL37A/EIF2S3/TRMT112/SPCS2/RPL21/WARS1/MRPS28/CARS2/RPL18A/MRPL34/MRPL37/RPL5/RPL27A/MRPL16/RPS23/MRPS16/MRPL2/RPL10A/MRPL1/RPS27A/AURKAIP1/WARS2/RPS8/RPL32/RPL7/RPL4/RPSA/RPL23A/MRPL19/MRPS17/MRPL57/MRPS11/MRPL36/RPLP1/MRPS7/SRPRA/MRPS18C/RPL14/RPS7/IARS2/TSFM/PABPC1/MRPL53/EIF3K/RPS6/MTIF2/AARS2/RPS14/RPL26L1/RPS3A/MRPL32/MRPL11/RARS1/MRPL28/MRPS18B/RPL38/MRPS27/PARS2/PPA1/SRP68/EIF4G1/RPS5/MRPL42/YARS2/RPL36/RPS16/MRPS15/RPL8/RPS18/RPS25/MRPS10/GFM2/MRPS22/MRPL47/RPS3/MRPS36/RPS26/RPL6/PPA2/GADD45GIP1/SSR1/LARS2/EPRS1/RPS24/MRPS25/ETF1/RPL24/EIF5B/RPL27/MRPL10/RPL9/AIMP1/RPS21/MRPL9/MRPL18/MRPS34/EIF1AX/EIF2B1/DARS2/NARS2/MTRF1L/RPL35/EIF3D/MRPL13/TARS2/NARS1/MRPL21/GFM1/AIMP2/APEH/EIF3A/MTFMT/MRPL50/KARS1/DAP3/DARS1/MRPL35/SEC11C/RPL39L/EEF1B2/MRPS9/SRP72/N6AMT1/EIF3B/EIF3M/RPL22L1/ERAL1/MRPL46/MRPL14/AARS1/GSPT1/EIF3J/EIF3I/EIF2S1/EIF3C/SARS1/MRRF/EARS2/EIF2B3/MRPS12/MRPS35/MRPL17/MRPS2/MRPL4/EIF2S2/MRPL12/RPL17/GSPT2/CARS1/RPS10/EIF4E/MARS1/MRPS23/TARS1/IARS1/MRPL39/MRPL58/SSR3/LARS1/EEF1E1/MRPL24/FARSA/VARS1/YARS1/SPCS3/MRPL52/RPS17/HARS1/GARS1/FARSB/MARS2/MRPL15/EIF4EBP1/MRPS6
R-HSA-70171,R-HSA-70171,Glycolysis,62,-0.547734881,-1.796498947,0.00074757,0.024512632,0.020373514,4093,"tags=60%, list=28%, signal=43%",NUP62/NUP37/NUP85/NUP98/GPI/NUP54/RAE1/PFKM/PFKFB4/NUP43/POM121/NUP93/PGP/HK1/NUP50/NUP107/NUP153/PGK1/PKM/NUP88/ALDOA/PGAM1/ENO1/ENO2/NUP155/NUP205/NUP58/PFKFB3/TPI1/NUP188/NDC1/NUP35/PRKACB/SEH1L/PFKP/HK2/GCKR
R-HSA-69481,R-HSA-69481,G2/M Checkpoints,141,-0.477851792,-1.798607559,0.000271076,0.01692174,0.014064394,4776,"tags=59%, list=32%, signal=40%",PSMC3/PSMA7/TOP3A/RAD1/CDK2/YWHAB/UBB/PSMC2/UIMC1/RPA2/YWHAZ/PSMD6/PSMB6/YWHAE/ORC3/MCM2/NSD2/PSMD13/PSMA1/PSMC1/PSMD7/PSMC5/PSMA5/PSMC4/RPA3/CDK1/PSMD3/PSMD1/CCNB1/PSMB7/PSME3/PSME2/NBN/H2BC12/EXO1/YWHAG/MCM5/RMI1/MCM3/YWHAQ/RFC2/CHEK2/PSMC6/UBE2V2/ATR/CDC25C/TOPBP1/PSMD14/MDC1/ATRIP/MCM4/BRCC3/DBF4/PSMD12/PSMD11/RAD9B/PSMD8/PSME4/RFC4/BLM/UBE2N/RFC3/DNA2/PKMYT1/CDC7/WRN/MCM7/ORC1/MCM6/CDC45/H2BC13/RFC5/MRE11/CLSPN/CDC6/ORC6/MCM8/PSMD2/CDC25A/ORC5/MCM10/H2BC15/H4C11
R-HSA-180786,R-HSA-180786,Extension of Telomeres,49,-0.575421134,-1.804014952,0.001981179,0.031926583,0.026535571,4846,"tags=73%, list=33%, signal=50%",CCNA2/RFC1/CHTF8/CDK2/STN1/RPA2/PCNA/GAR1/RPA3/POLD3/RFC2/ACD/PRIM1/RUVBL2/FEN1/POLD2/POLA1/PIF1/CHTF18/PRIM2/RFC4/BLM/RFC3/DNA2/NOP10/WRN/NHP2/RUVBL1/POLA2/RFC5/SHQ1/ANKRD28/CCNA1/POLD1/DKC1/POLD4
R-HSA-3232142,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,37,-0.608003315,-1.81254779,0.002392917,0.034946558,0.029045604,4698,"tags=65%, list=32%, signal=44%",TRIM27/NUP42/UBE2I/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/PIAS2/NUP188/NDC1/NUP35/SEH1L
R-HSA-3301854,R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,34,-0.617907616,-1.814077208,0.002836879,0.03977305,0.033057111,4195,"tags=68%, list=28%, signal=49%",NEK7/NUP62/NUP37/NUP85/CDK1/CCNB1/NUP98/NUP54/RAE1/NUP43/POM121/NUP93/NUP50/NUP107/NUP153/NUP88/NUP155/NUP205/NUP58/NUP188/NDC1/NUP35/SEH1L
R-HSA-112040,R-HSA-112040,G-protein mediated events,46,-0.585922636,-1.819092992,0.002208589,0.034026832,0.02828118,1063,"tags=20%, list=7%, signal=18%",PRKACB/PRKCG/GNA14/PLA2G4A/CAMK4/ADCY8/CAMK2A/CAMK2B/GNA15
R-HSA-72202,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,78,-0.531213012,-1.822286215,0.000501128,0.018819045,0.015641326,5759,"tags=76%, list=39%, signal=46%",AAAS/CPSF4/FYTTD1/THOC2/CDC40/CASC3/THOC1/SRRM1/DDX39B/EIF4A3/NXT1/SRSF6/U2AF1L4/THOC7/SRSF5/SYMPK/CPSF3/DHX38/NUP42/CPSF2/WDR33/SRSF9/SRSF4/NCBP1/DDX39A/NUP62/NUP37/NUP85/NUP98/NUP54/RAE1/MAGOHB/NUP43/POM121/SRSF3/NUP93/RNPS1/MAGOH/THOC5/NUP50/NUP107/SRSF1/NUP153/U2AF2/SLBP/NUP88/NUP155/NCBP2/NUP205/UPF3B/NUP58/SARNP/FIP1L1/EIF4E/NUP188/SRSF7/NDC1/NUP35/SEH1L
R-HSA-6794362,R-HSA-6794362,Protein-protein interactions at synapses,67,-0.549585937,-1.831830389,0.00049838,0.018819045,0.015641326,1324,"tags=28%, list=9%, signal=26%",APBA2/PPFIBP1/GRIA3/STXBP1/HOMER1/GRIA1/HOMER3/SYT1/IL1RAPL1/GRIN1/STX1A/SYT12/GRIN2A/GRIN2B/DLGAP3/SYT7/NRXN1/BEGAIN/NRXN2
R-HSA-6783783,R-HSA-6783783,Interleukin-10 signaling,26,-0.660183861,-1.835213984,0.002546296,0.036803169,0.030588714,857,"tags=42%, list=6%, signal=40%",TIMP1/PTAFR/CCR1/CSF2/IL12A/PTGS2/FPR1/LIF/IL1B/IL1A/CCL20
R-HSA-6788467,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,14,-0.770085009,-1.850278996,0.002277904,0.03450924,0.02868213,379,"tags=43%, list=3%, signal=42%",CNTF/CRLF1/CLCF1/IL31RA/LIF/IL11
R-HSA-9617324,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,19,-0.719606254,-1.856119117,0.00206849,0.032612235,0.027105447,502,"tags=37%, list=3%, signal=36%",PPM1F/GRIN1/CAMK4/GRIN2A/GRIN2B/CAMK2A/CAMK2B
R-HSA-111932,R-HSA-111932,CaMK IV-mediated phosphorylation of CREB,12,-0.802334029,-1.857150079,0.001568452,0.028558043,0.023735831,440,"tags=25%, list=3%, signal=24%",CAMK4/CAMK2A/CAMK2B
R-HSA-69620,R-HSA-69620,Cell Cycle Checkpoints,263,-0.45711428,-1.862066751,0.000307787,0.01692174,0.014064394,5229,"tags=61%, list=35%, signal=40%",PSMA4/MIS12/PPP2R5C/KNTC1/CDC23/XPO1/UBC/MAD1L1/BRCA1/HUS1/PSMA3/PPP2R5E/SPC24/CDC20/ANAPC11/BUB1B/PPP2R1B/CCNA2/SGO1/PSMC3/PSMA7/TOP3A/SPC25/RAD1/CDK2/YWHAB/UBB/PSMC2/UIMC1/RPA2/YWHAZ/PSMD6/ZW10/PPP2CB/PSMB6/YWHAE/ORC3/MCM2/NSD2/PSMD13/NUP37/PSMA1/PSMC1/NUP85/PSMD7/DSN1/PSMC5/PSMA5/PSMC4/RPA3/CENPT/CDK1/PSMD3/PSMD1/CCNB1/NUP98/PSMB7/PSME3/CDCA8/BIRC5/PSME2/NBN/H2BC12/EXO1/KIF2A/COP1/YWHAG/MCM5/AURKB/KIF18A/CENPH/NDC80/AHCTF1/CENPO/INCENP/RMI1/ANAPC1/KIF2C/NUP43/SKA1/CENPE/DYNC1LI1/MCM3/MAPRE1/PLK1/YWHAQ/RFC2/ZWINT/CHEK2/CENPN/RCC2/CDC27/PSMC6/CENPI/BUB1/NUP107/UBE2V2/CENPK/PPP2R5A/ATR/CDC25C/UBE2S/TOPBP1/PSMD14/MDC1/ATRIP/NUF2/MCM4/ANAPC7/BRCC3/PPP1CC/MAD2L1/DBF4/BUB3/PSMD12/PSMD11/RAD9B/PSMD8/PSME4/NDE1/RFC4/BLM/UBE2N/RFC3/SPDL1/DNA2/PKMYT1/CDC7/WRN/MCM7/MDM4/UBE2C/ORC1/MCM6/CDC45/ANAPC10/ZWILCH/H2BC13/RFC5/SGO2/CENPU/MRE11/CLSPN/CCNA1/CDC6/CENPQ/ERCC6L/CCNE2/ORC6/MCM8/CDKN1A/PSMD2/CDC25A/NUDC/DYNC1I1/ORC5/MCM10/SEH1L/H2BC15/H4C11
R-HSA-112043,R-HSA-112043,PLC beta mediated events,42,-0.611251783,-1.8677001,0.00192864,0.031441322,0.02613225,1063,"tags=21%, list=7%, signal=20%",PRKACB/PRKCG/GNA14/PLA2G4A/CAMK4/ADCY8/CAMK2A/CAMK2B/GNA15
R-HSA-6791226,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,176,-0.483125121,-1.872227661,0.000282008,0.01692174,0.014064394,5457,"tags=68%, list=37%, signal=43%",EXOSC1/RPL18A/MPHOSPH10/RPL5/RPL27A/RPS23/RPL10A/RPS27A/RPS8/RPL32/RPL7/RPL4/RPSA/RPL23A/FCF1/EXOSC10/RRP36/RPLP1/IMP3/RBM28/RPL14/RPS7/NOB1/ISG20L2/C1D/RPS6/RPS14/RPL26L1/RPS3A/LAS1L/DIS3/RPL38/RPS5/DDX49/RPL36/RPS16/XRN2/RPL8/RPS18/RPS25/FTSJ3/IMP4/RPS3/RPS26/RPL6/EXOSC7/LTV1/RPS24/RPL24/RPL27/RPL9/RPS21/NOC4L/WDR46/RPL35/UTP6/WDR36/BMS1/UTP14A/RCL1/PELP1/RIOK2/TBL3/RPL39L/FBL/EXOSC4/SENP3/UTP18/SNU13/RPL22L1/BUD23/GNL3/MTREX/KRR1/RPP40/RPP30/ERI1/EXOSC3/NCL/PES1/CSNK1E/UTP25/UTP15/DHX37/WDR75/NOL11/RPL17/EXOSC9/TSR1/PDCD11/UTP11/NOP58/RPS10/PWP2/HEATR1/DDX21/WDR3/RIOK1/UTP20/RRP9/DCAF13/WDR43/PNO1/TEX10/EXOSC5/RRP7A/EBNA1BP2/EXOSC8/NOP14/NOP56/RPS17/EXOSC2/RRP1/EMG1/UTP3/UTP4/NIP7/WDR12/BYSL/MPHOSPH6
R-HSA-399719,R-HSA-399719,Trafficking of AMPA receptors,25,-0.679368286,-1.873638794,0.002313744,0.03450924,0.02868213,1389,"tags=32%, list=9%, signal=29%",PRKCB/CACNG8/GRIA3/PRKCG/GRIA1/CAMK2A/CAMK2B/GRIA2
R-HSA-399721,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",25,-0.679368286,-1.873638794,0.002313744,0.03450924,0.02868213,1389,"tags=32%, list=9%, signal=29%",PRKCB/CACNG8/GRIA3/PRKCG/GRIA1/CAMK2A/CAMK2B/GRIA2
